Objects
300
,,Global Angle Robot_1:Robot_1,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
20656,0,-1.488420,-0.541430,3.001309,1449.453369,-270.213989,174.755661
20657,0,-1.487434,-0.541281,3.001815,1449.276855,-269.662750,174.758835
20658,0,-1.485822,-0.541379,3.002861,1449.114014,-269.089966,174.754456
20659,0,-1.483929,-0.542402,3.003253,1448.904663,-268.562958,174.810181
20660,0,-1.481904,-0.542756,3.004197,1448.709473,-267.950287,174.794952
20661,0,-1.480976,-0.543873,3.004722,1448.486694,-267.351013,174.806778
20662,0,-1.479298,-0.543687,3.005684,1448.303223,-266.756561,174.815765
20663,0,-1.479296,-0.543120,3.005700,1448.131470,-266.153748,174.768173
20664,0,-1.481077,-0.542645,3.004824,1447.955200,-265.583191,174.730209
20665,0,-1.480260,-0.542155,3.005472,1447.770020,-265.050934,174.727005
20666,0,-1.481032,-0.542943,3.005174,1447.567383,-264.474609,174.713638
20667,0,-1.480417,-0.543059,3.005673,1447.354980,-263.893036,174.695251
20668,0,-1.480721,-0.543870,3.005097,1447.144531,-263.313904,174.704910
20669,0,-1.481232,-0.544245,3.005313,1446.976563,-262.774506,174.721573
20670,0,-1.480826,-0.544843,3.005892,1446.745117,-262.187317,174.769699
20671,0,-1.480258,-0.546072,3.006589,1446.525024,-261.596985,174.757172
20672,0,-1.481799,-0.546216,3.005622,1446.284058,-260.985046,174.747559
20673,0,-1.483975,-0.545974,3.005118,1446.095093,-260.441803,174.746307
20674,0,-1.484341,-0.544654,3.004697,1445.883667,-259.831573,174.657837
20675,0,-1.485698,-0.544821,3.004110,1445.701416,-259.249023,174.618973
20676,0,-1.485870,-0.545157,3.003749,1445.488892,-258.653595,174.616043
20677,0,-1.487651,-0.545002,3.002913,1445.297485,-258.033112,174.558563
20678,0,-1.487885,-0.544468,3.002426,1445.135010,-257.425842,174.537811
20679,0,-1.488504,-0.545269,3.002215,1444.902100,-256.814148,174.566910
20680,0,-1.486939,-0.544961,3.003034,1444.708374,-256.188110,174.556976
20681,0,-1.486832,-0.545325,3.003190,1444.508789,-255.565521,174.561234
20682,0,-1.489507,-0.545063,3.001944,1444.305664,-254.998474,174.614853
20683,0,-1.491162,-0.545024,3.001774,1444.098267,-254.442520,174.645233
20684,0,-1.492837,-0.543282,3.000739,1443.911133,-253.820007,174.591980
20685,0,-1.493713,-0.543625,3.000374,1443.703369,-253.242279,174.550690
20686,0,-1.494546,-0.543899,2.999426,1443.528931,-252.572006,174.480820
20687,0,-1.494678,-0.543418,2.999467,1443.343506,-251.893158,174.447037
20688,0,-1.493846,-0.544197,2.999782,1443.151367,-251.234863,174.438019
20689,0,-1.494738,-0.544491,2.998911,1442.949219,-250.670853,174.478073
20690,0,-1.494181,-0.545137,2.998962,1442.751099,-250.100250,174.507446
20691,0,-1.494690,-0.544236,2.999499,1442.563477,-249.546082,174.517136
20692,0,-1.494726,-0.546169,2.999387,1442.307129,-248.997437,174.561508
20693,0,-1.494096,-0.545635,2.999994,1442.131592,-248.457916,174.555634
20694,0,-1.496181,-0.545858,2.998799,1441.932983,-247.896439,174.521805
20695,0,-1.498028,-0.545112,2.998080,1441.781982,-247.323334,174.489548
20696,0,-1.497669,-0.545391,2.998550,1441.582764,-246.679977,174.474533
20697,0,-1.498714,-0.546420,2.997432,1441.377441,-246.081680,174.483353
20698,0,-1.496456,-0.546320,2.997871,1441.169067,-245.470444,174.471039
20699,0,-1.495549,-0.546193,2.998068,1440.981689,-244.879242,174.474274
20700,0,-1.494768,-0.545130,2.998686,1440.763306,-244.309586,174.477798
20701,0,-1.494271,-0.544738,2.998826,1440.611572,-243.742813,174.476807
20702,0,-1.493995,-0.546239,2.999120,1440.426636,-243.243164,174.478073
20703,0,-1.492399,-0.546141,2.999783,1440.239014,-242.625885,174.411423
20704,0,-1.491554,-0.545219,3.000314,1440.062988,-242.030853,174.392365
20705,0,-1.491335,-0.545150,3.000774,1439.865112,-241.434891,174.402786
20706,0,-1.493012,-0.545977,2.999973,1439.617554,-240.817474,174.440033
20707,0,-1.492945,-0.545384,3.000173,1439.452637,-240.164612,174.374008
20708,0,-1.493681,-0.545049,3.000356,1439.281860,-239.601715,174.400604
20709,0,-1.494180,-0.543914,3.000587,1439.110229,-238.983383,174.341919
20710,0,-1.493779,-0.543545,3.001320,1438.909790,-238.391174,174.335403
20711,0,-1.491143,-0.543812,3.002600,1438.751343,-237.754074,174.307449
20712,0,-1.490435,-0.543225,3.002952,1438.550049,-237.133926,174.238159
20713,0,-1.490726,-0.543638,3.002731,1438.302612,-236.494003,174.237625
20714,0,-1.489778,-0.543885,3.003679,1438.102417,-235.858597,174.252258
20715,0,-1.489583,-0.544748,3.003818,1437.838257,-235.215179,174.288025
20716,0,-1.491164,-0.544809,3.003540,1437.599121,-234.578186,174.289551
20717,0,-1.491493,-0.544697,3.003567,1437.406982,-233.935135,174.247253
20718,0,-1.492476,-0.543866,3.003439,1437.187256,-233.344574,174.209305
20719,0,-1.492507,-0.543654,3.003325,1437.009033,-232.753799,174.182098
20720,0,-1.492011,-0.542617,3.003704,1436.826782,-232.144333,174.145035
20721,0,-1.492243,-0.543201,3.004134,1436.612427,-231.603745,174.157257
20722,0,-1.491231,-0.544018,3.005227,1436.383545,-230.978577,174.168427
20723,0,-1.492916,-0.544606,3.003753,1436.159668,-230.386414,174.195892
20724,0,-1.494101,-0.544443,3.003242,1435.918091,-229.788635,174.191895
20725,0,-1.494426,-0.545121,3.003103,1435.656006,-229.211182,174.222931
20726,0,-1.495534,-0.545129,3.002598,1435.471069,-228.635742,174.229706
20727,0,-1.498115,-0.544489,3.001364,1435.268311,-228.096115,174.214844
20728,0,-1.499075,-0.544649,3.000991,1435.053345,-227.528214,174.211456
20729,0,-1.499809,-0.544301,3.000413,1434.863159,-226.937180,174.173431
20730,0,-1.500077,-0.544223,3.000311,1434.695313,-226.346893,174.132599
20731,0,-1.499450,-0.543971,3.000400,1434.520020,-225.720459,174.137695
20732,0,-1.499896,-0.544218,3.000285,1434.337158,-225.112167,174.134003
20733,0,-1.501706,-0.544463,2.999192,1434.176270,-224.551636,174.165787
20734,0,-1.503378,-0.544947,2.998541,1433.976318,-223.997070,174.137741
20735,0,-1.504426,-0.545634,2.998030,1433.791626,-223.417694,174.141617
20736,0,-1.505615,-0.545586,2.997321,1433.631104,-222.864883,174.147583
20737,0,-1.506744,-0.545509,2.996647,1433.443115,-222.287521,174.083481
20738,0,-1.508397,-0.545083,2.995726,1433.238770,-221.697632,174.052841
20739,0,-1.507916,-0.544390,2.995768,1433.109985,-221.060928,173.999481
20740,0,-1.509198,-0.543428,2.995389,1432.966064,-220.402176,173.972717
20741,0,-1.506636,-0.544050,2.997011,1432.767090,-219.803009,173.962372
20742,0,-1.504999,-0.543314,2.997858,1432.592285,-219.179611,173.943741
20743,0,-1.504723,-0.544365,2.998126,1432.396851,-218.559265,173.996033
20744,0,-1.503083,-0.543452,2.998910,1432.187500,-217.942627,173.960678
20745,0,-1.503674,-0.543302,2.998719,1432.008911,-217.337906,173.953506
20746,0,-1.503592,-0.543712,2.998911,1431.794922,-216.781281,173.926987
20747,0,-1.503615,-0.544376,2.998550,1431.604004,-216.182617,173.873825
20748,0,-1.503084,-0.543767,2.998821,1431.419678,-215.574585,173.829269
20749,0,-1.502607,-0.542918,2.999539,1431.239502,-214.980530,173.812119
20750,0,-1.499789,-0.541528,3.000833,1431.067749,-214.362396,173.769867
20751,0,-1.498519,-0.542469,3.000844,1430.849976,-213.702896,173.787033
20752,0,-1.498178,-0.541952,3.001518,1430.652710,-213.128387,173.837784
20753,0,-1.497775,-0.541969,3.001593,1430.442505,-212.567169,173.836700
20754,0,-1.496359,-0.543335,3.002144,1430.245483,-211.996902,173.815475
20755,0,-1.495611,-0.541845,3.002581,1430.074951,-211.409607,173.787338
20756,0,-1.495944,-0.543085,3.001905,1429.880859,-210.799728,173.801956
20757,0,-1.496638,-0.544233,3.001159,1429.689575,-210.201050,173.776627
20758,0,-1.498627,-0.543986,3.000243,1429.550171,-209.586411,173.772644
20759,0,-1.500798,-0.542734,2.999547,1429.392700,-208.994522,173.765045
20760,0,-1.501287,-0.543016,2.998901,1429.222168,-208.374634,173.829681
20761,0,-1.501228,-0.543346,2.999091,1429.025635,-207.789352,173.872253
20762,0,-1.502500,-0.543650,2.998642,1428.838379,-207.177887,173.907104
20763,0,-1.501326,-0.543550,2.999236,1428.699341,-206.594070,173.878265
20764,0,-1.501147,-0.543209,2.999625,1428.537476,-206.041641,173.838013
20765,0,-1.501109,-0.543816,2.999815,1428.393799,-205.460968,173.813034
20766,0,-1.502574,-0.542427,2.999023,1428.225220,-204.884476,173.812866
20767,0,-1.503009,-0.542787,2.998952,1428.046631,-204.243347,173.787064
20768,0,-1.501926,-0.542472,2.999445,1427.847778,-203.595459,173.777939
20769,0,-1.504865,-0.541322,2.997594,1427.680908,-202.974045,173.723450
20770,0,-1.502583,-0.541439,2.998716,1427.471680,-202.370499,173.698685
20771,0,-1.519078,-0.514522,2.980533,1428.465576,-200.644562,172.916733
20772,0,-1.503348,-0.542831,2.998051,1427.047607,-201.196350,173.706619
20773,0,-1.503639,-0.542200,2.998236,1426.870850,-200.613419,173.703812
20774,0,-1.502519,-0.542615,2.999290,1426.705933,-200.034668,173.708786
20775,0,-1.501533,-0.542485,3.000077,1426.523926,-199.441330,173.659927
20776,0,-1.502869,-0.541602,2.999594,1426.391846,-198.853241,173.639481
20777,0,-1.502623,-0.541220,3.000088,1426.196167,-198.275085,173.654205
20778,0,-1.503306,-0.541251,2.999740,1426.031494,-197.672043,173.662857
20779,0,-1.503766,-0.541029,2.999285,1425.859131,-197.114044,173.680008
20780,0,-1.503443,-0.541085,2.999326,1425.682251,-196.523987,173.697021
20781,0,-1.518337,-0.512263,2.981834,1426.719971,-194.723892,172.792053
20782,0,-1.501438,-0.542058,2.999952,1425.228027,-195.393997,173.652969
20783,0,-1.500432,-0.542882,3.000356,1425.056885,-194.823441,173.656204
20784,0,-1.501633,-0.542257,2.999741,1424.914917,-194.238892,173.650497
20785,0,-1.503882,-0.541646,2.998967,1424.750854,-193.658264,173.620911
20786,0,-1.503203,-0.541949,2.999342,1424.622681,-193.104950,173.653214
20787,0,-1.503226,-0.542224,2.999173,1424.463379,-192.501862,173.629532
20788,0,-1.502820,-0.542495,2.999527,1424.288940,-191.900818,173.625427
20789,0,-1.501524,-0.542520,2.999778,1424.144287,-191.320786,173.640427
20790,0,-1.501407,-0.542344,2.999330,1423.999023,-190.713898,173.631500
20791,0,-1.500344,-0.541569,3.000309,1423.815918,-190.109299,173.613556
20792,0,-1.500406,-0.541954,2.999835,1423.647461,-189.495575,173.603561
20793,0,-1.500382,-0.542103,2.999667,1423.447510,-188.837128,173.559830
20794,0,-1.499862,-0.542145,2.999562,1423.295532,-188.242584,173.561935
20795,0,-1.502261,-0.540244,2.998534,1423.139282,-187.627609,173.561279
20796,0,-1.501944,-0.540403,2.998291,1422.969238,-187.016968,173.564072
20797,0,-1.501301,-0.540104,2.998289,1422.800293,-186.422867,173.580185
20798,0,-1.500105,-0.540413,2.999687,1422.615234,-185.809860,173.545151
20799,0,-1.498227,-0.540005,3.000848,1422.442871,-185.208817,173.509125
20800,0,-1.497378,-0.540194,3.001260,1422.269043,-184.679184,173.501144
20801,0,-1.495254,-0.538969,3.002668,1422.107056,-184.019791,173.448593
20802,0,-1.495663,-0.538689,3.002384,1421.912598,-183.375671,173.476852
20803,0,-1.496416,-0.538960,3.002436,1421.693481,-182.749893,173.485703
20804,0,-1.497456,-0.538461,3.001935,1421.516357,-182.157211,173.509323
20805,0,-1.498840,-0.538751,3.001156,1421.320190,-181.590057,173.495804
20806,0,-1.499636,-0.540012,3.000219,1421.098267,-180.974136,173.495956
20807,0,-1.501626,-0.540216,2.998784,1420.911133,-180.367264,173.477997
20808,0,-1.500368,-0.539832,3.000063,1420.714233,-179.767853,173.468109
20809,0,-1.499291,-0.539868,2.999861,1420.550049,-179.188507,173.422333
20810,0,-1.496767,-0.539951,3.001937,1420.394165,-178.626755,173.397736
20811,0,-1.496858,-0.540972,3.001920,1420.189575,-178.126724,173.436142
20812,0,-1.495704,-0.540189,3.002701,1420.016846,-177.519806,173.430603
20813,0,-1.496925,-0.539739,3.002202,1419.823975,-176.929794,173.417526
20814,0,-1.498892,-0.539256,3.000818,1419.655762,-176.358414,173.415146
20815,0,-1.500668,-0.539280,2.999495,1419.451782,-175.841995,173.405563
20816,0,-1.501364,-0.540129,2.998888,1419.260742,-175.270798,173.415344
20817,0,-1.504900,-0.540486,2.996768,1419.067627,-174.678680,173.377274
20818,0,-1.504779,-0.540896,2.996789,1418.880249,-174.136765,173.412460
20819,0,-1.505397,-0.540986,2.996054,1418.741333,-173.499512,173.380478
20820,0,-1.504127,-0.541026,2.996928,1418.572876,-172.887589,173.379013
20821,0,-1.503334,-0.541495,2.997483,1418.425293,-172.316025,173.390335
20822,0,-1.503262,-0.540260,2.997643,1418.317627,-171.702499,173.389999
20823,0,-1.502623,-0.540666,2.998275,1418.154053,-171.091461,173.392975
20824,0,-1.502428,-0.542089,2.998067,1418.006226,-170.515182,173.383362
20825,0,-1.503083,-0.542557,2.997106,1417.845825,-169.917618,173.352142
20826,0,-1.505319,-0.542747,2.996006,1417.691162,-169.340134,173.344589
20827,0,-1.506793,-0.542171,2.995249,1417.550415,-168.766388,173.291870
20828,0,-1.507048,-0.542554,2.995029,1417.401978,-168.202744,173.293213
20829,0,-1.506245,-0.542379,2.995615,1417.275269,-167.668198,173.253677
20830,0,-1.506038,-0.541618,2.995795,1417.162231,-167.034882,173.227463
20831,0,-1.505649,-0.541341,2.996346,1417.002930,-166.520325,173.297913
20832,0,-1.504635,-0.540763,2.996902,1416.831787,-165.934036,173.353714
20833,0,-1.502363,-0.539927,2.997869,1416.709473,-165.289764,173.344009
20834,0,-1.500310,-0.540446,2.998460,1416.538574,-164.667969,173.336548
20835,0,-1.497674,-0.540352,2.999737,1416.387085,-164.109238,173.346771
20836,0,-1.495273,-0.541268,3.001087,1416.223511,-163.546890,173.329239
20837,0,-1.496440,-0.540252,3.000668,1416.131958,-162.931824,173.329926
20838,0,-1.494637,-0.540904,3.001995,1415.994141,-162.334976,173.337692
20839,0,-1.495060,-0.540927,3.001845,1415.845337,-161.729218,173.356949
20840,0,-1.494466,-0.541203,3.002361,1415.677856,-161.141342,173.339523
20841,0,-1.492379,-0.540793,3.003771,1415.568237,-160.547623,173.362213
20842,0,-1.492962,-0.541338,3.003168,1415.435791,-160.013153,173.362213
20843,0,-1.493460,-0.541412,3.003048,1415.262939,-159.430420,173.343643
20844,0,-1.493121,-0.541282,3.003578,1415.098633,-158.854126,173.347809
20845,0,-1.492033,-0.540415,3.004048,1414.947510,-158.260101,173.306107
20846,0,-1.490531,-0.539527,3.004768,1414.763184,-157.647430,173.284149
20847,0,-1.486646,-0.539352,3.006111,1414.609741,-157.070572,173.244827
20848,0,-1.485873,-0.539222,3.006399,1414.447021,-156.475876,173.270752
20849,0,-1.484169,-0.538608,3.007233,1414.249878,-155.866699,173.276077
20850,0,-1.483733,-0.539333,3.007784,1414.043823,-155.271652,173.308746
20851,0,-1.482157,-0.539760,3.008884,1413.842896,-154.703140,173.303940
20852,0,-1.484826,-0.540672,3.007241,1413.678711,-154.152237,173.277283
20853,0,-1.485320,-0.540467,3.006957,1413.500610,-153.583145,173.258194
20854,0,-1.487732,-0.541598,3.005426,1413.317383,-152.992096,173.225845
20855,0,-1.489086,-0.542407,3.004882,1413.098999,-152.437241,173.221497
20856,0,-1.490429,-0.541022,3.004515,1412.968262,-151.817764,173.147736
20857,0,-1.489739,-0.541037,3.005239,1412.801025,-151.247620,173.143005
20858,0,-1.490061,-0.540235,3.005648,1412.621704,-150.649612,173.111893
20859,0,-1.489275,-0.540416,3.006404,1412.410400,-150.088852,173.108017
20860,0,-1.487881,-0.540620,3.007339,1412.199463,-149.468307,173.080200
20861,0,-1.487419,-0.541511,3.007208,1411.960938,-148.849777,173.069107
20862,0,-1.487154,-0.540946,3.007455,1411.785034,-148.236572,173.007462
20863,0,-1.490323,-0.541165,3.005636,1411.582642,-147.626526,173.027115
20864,0,-1.491356,-0.540985,3.004581,1411.382080,-146.978516,173.005920
20865,0,-1.493006,-0.540913,3.003716,1411.166016,-146.383636,172.981491
20866,0,-1.491643,-0.540711,3.003708,1410.965698,-145.745819,173.003998
20867,0,-1.492800,-0.540014,3.003573,1410.753540,-145.090591,173.000748
20868,0,-1.494338,-0.539146,3.003345,1410.551880,-144.486221,173.009857
20869,0,-1.493376,-0.539390,3.003759,1410.375366,-143.895676,173.000137
20870,0,-1.492582,-0.541456,3.004032,1410.133179,-143.312256,173.000244
20871,0,-1.492646,-0.541301,3.004503,1409.922852,-142.708237,172.961273
20872,0,-1.493160,-0.541248,3.003683,1409.732056,-142.089615,172.913330
20873,0,-1.495037,-0.540573,3.002274,1409.524170,-141.505859,172.897018
20874,0,-1.497696,-0.540754,3.000958,1409.305298,-140.907104,172.966827
20875,0,-1.497783,-0.539727,3.000889,1409.125610,-140.296967,172.963043
20876,0,-1.516111,-0.512157,2.981093,1410.172729,-138.535767,172.146790
20877,0,-1.498082,-0.540436,3.000296,1408.748657,-139.168503,172.948792
20878,0,-1.500607,-0.541223,2.998938,1408.572144,-138.611084,172.959671
20879,0,-1.499519,-0.541816,2.999062,1408.367065,-138.016464,172.964493
20880,0,-1.499215,-0.543038,2.998865,1408.159912,-137.475876,172.998795
20881,0,-1.500622,-0.543401,2.998230,1407.988892,-136.950836,172.993378
20882,0,-1.501452,-0.542171,2.998012,1407.876587,-136.362335,172.965622
20883,0,-1.501981,-0.542053,2.997197,1407.717896,-135.791336,173.014572
20884,0,-1.501918,-0.541234,2.997276,1407.587036,-135.189713,172.988922
20885,0,-1.503026,-0.542026,2.996051,1407.427734,-134.629150,173.016968
20886,0,-1.503158,-0.542177,2.996005,1407.289795,-134.058044,173.024887
20887,0,-1.505079,-0.542305,2.995038,1407.157959,-133.512146,173.000488
20888,0,-1.506302,-0.543333,2.994510,1407.030396,-132.954041,173.018967
20889,0,-1.505469,-0.543452,2.994854,1406.930420,-132.408951,173.010773
20890,0,-1.504398,-0.543336,2.994752,1406.812866,-131.797150,172.990234
20891,0,-1.505108,-0.543237,2.993804,1406.665161,-131.192047,173.012589
20892,0,-1.501244,-0.541654,2.995802,1406.561768,-130.561234,173.014862
20893,0,-1.499921,-0.540408,2.996427,1406.444458,-129.961746,173.049774
20894,0,-1.496878,-0.539568,2.997837,1406.296387,-129.277618,173.042679
20895,0,-1.496803,-0.538833,2.997694,1406.163208,-128.689362,173.061905
20896,0,-1.495116,-0.539045,2.998815,1406.005859,-128.085159,173.071289
20897,0,-1.493282,-0.538437,2.999845,1405.870972,-127.500893,173.060303
20898,0,-1.492304,-0.539234,3.000150,1405.699829,-126.844269,173.043610
20899,0,-1.490921,-0.538908,3.000593,1405.587402,-126.242325,173.062225
20900,0,-1.490589,-0.538802,3.001133,1405.421631,-125.640274,173.048264
20901,0,-1.488667,-0.538427,3.002064,1405.300415,-125.073090,173.033066
20902,0,-1.487781,-0.538270,3.002830,1405.096191,-124.493378,173.014450
20903,0,-1.487282,-0.537793,3.002453,1404.964233,-123.882561,173.000580
20904,0,-1.485634,-0.537706,3.003525,1404.769409,-123.336792,173.005814
20905,0,-1.483373,-0.537651,3.004355,1404.596924,-122.764275,173.027924
20906,0,-1.482706,-0.538809,3.004490,1404.381226,-122.201782,173.036041
20907,0,-1.480823,-0.539179,3.005505,1404.202881,-121.615990,173.040741
20908,0,-1.480996,-0.539213,3.005373,1404.048706,-121.067993,173.015991
20909,0,-1.479567,-0.539300,3.006118,1403.826416,-120.527992,173.045013
20910,0,-1.480146,-0.538687,3.005982,1403.628052,-119.922523,173.028625
20911,0,-1.480753,-0.539091,3.005468,1403.444092,-119.302872,173.013977
20912,0,-1.480301,-0.538856,3.006203,1403.265259,-118.712036,173.015961
20913,0,-1.483001,-0.539669,3.004949,1403.084595,-118.171547,173.006470
20914,0,-1.484411,-0.540061,3.004277,1402.908447,-117.602310,172.956421
20915,0,-1.485652,-0.540698,3.003798,1402.674805,-117.053459,172.966187
20916,0,-1.486139,-0.541692,3.003627,1402.487183,-116.467278,172.973083
20917,0,-1.486397,-0.542022,3.003512,1402.300537,-115.901459,172.970123
20918,0,-1.485977,-0.541828,3.003594,1402.136963,-115.331161,172.948486
20919,0,-1.486185,-0.541804,3.004182,1401.944092,-114.779892,172.937576
20920,0,-1.526254,-0.522710,2.997967,1402.339478,-115.181076,173.608017
20921,0,-1.489561,-0.539908,3.002719,1401.599365,-113.526527,172.882904
20922,0,-1.490391,-0.539898,3.002005,1401.391602,-112.944641,172.881149
20923,0,-1.490699,-0.539937,3.001939,1401.212036,-112.308136,172.851059
20924,0,-1.492891,-0.539517,3.000252,1401.025513,-111.719345,172.830505
20925,0,-1.492945,-0.539470,3.000236,1400.846680,-111.118217,172.810577
20926,0,-1.493635,-0.540170,2.999517,1400.648315,-110.518738,172.843750
20927,0,-1.492257,-0.540046,3.000662,1400.470215,-109.919289,172.882599
20928,0,-1.490486,-0.540183,3.001749,1400.280518,-109.288803,172.884705
20929,0,-1.492265,-0.539104,3.000479,1400.098267,-108.643463,172.858627
20930,0,-1.490853,-0.539201,3.001150,1399.868286,-108.035301,172.861008
20931,0,-1.490223,-0.538179,3.000918,1399.739136,-107.391556,172.808182
20932,0,-1.490609,-0.538312,3.001118,1399.541382,-106.841484,172.818756
20933,0,-1.491586,-0.537374,3.000729,1399.361450,-106.250809,172.821274
20934,0,-1.492824,-0.538113,2.999744,1399.123413,-105.640137,172.816727
20935,0,-1.495187,-0.538117,2.998097,1398.939087,-105.091805,172.844421
20936,0,-1.495704,-0.538806,2.998344,1398.743164,-104.533226,172.857697
20937,0,-1.495374,-0.539277,2.998137,1398.568726,-103.960922,172.861267
20938,0,-1.493744,-0.539974,2.999114,1398.387817,-103.383255,172.838242
20939,0,-1.492993,-0.539723,2.999926,1398.231201,-102.794662,172.848846
20940,0,-1.492310,-0.539712,2.999940,1398.051514,-102.196388,172.817810
20941,0,-1.492559,-0.539963,2.999973,1397.849854,-101.598488,172.783295
20942,0,-1.493673,-0.538931,2.999489,1397.711548,-101.012230,172.731873
20943,0,-1.493634,-0.540165,2.999450,1397.503540,-100.406639,172.719666
20944,0,-1.494489,-0.541686,2.998316,1397.294312,-99.821968,172.760818
20945,0,-1.531756,-0.524176,2.992861,1397.693970,-100.238892,173.423203
20946,0,-1.495718,-0.541780,2.997571,1396.934082,-98.710815,172.746140
20947,0,-1.495142,-0.541131,2.997367,1396.784668,-98.119873,172.716721
20948,0,-1.493260,-0.540776,2.999117,1396.591553,-97.563637,172.713516
20949,0,-1.492400,-0.540594,2.999791,1396.425903,-96.957642,172.677063
20950,0,-1.491758,-0.540192,3.000023,1396.266357,-96.426605,172.652512
20951,0,-1.490975,-0.538932,3.000719,1396.117065,-95.847816,172.618607
20952,0,-1.490655,-0.538832,3.000792,1395.932129,-95.232704,172.588577
20953,0,-1.489735,-0.538383,3.001230,1395.723145,-94.595451,172.588058
20954,0,-1.490143,-0.538884,3.000832,1395.492432,-93.999702,172.543228
20955,0,-1.491076,-0.540359,3.000318,1395.236450,-93.361153,172.575073
20956,0,-1.490405,-0.539460,3.000922,1395.076538,-92.763382,172.556931
20957,0,-1.489197,-0.539738,3.001407,1394.903931,-92.127922,172.569931
20958,0,-1.489188,-0.538867,3.001535,1394.736816,-91.455559,172.576660
20959,0,-1.489392,-0.539894,3.001970,1394.516846,-90.857140,172.578690
20960,0,-1.489689,-0.539009,3.002138,1394.349365,-90.288536,172.546066
20961,0,-1.490234,-0.538985,3.001901,1394.228882,-89.694489,172.497711
20962,0,-1.490142,-0.538891,3.002237,1394.046631,-89.120285,172.485397
20963,0,-1.490704,-0.541030,3.001375,1393.832031,-88.554787,172.516327
20964,0,-1.489985,-0.540660,3.001785,1393.615356,-87.967873,172.524826
20965,0,-1.490164,-0.539814,3.001728,1393.417725,-87.346840,172.493301
20966,0,-1.489729,-0.539084,3.001813,1393.226074,-86.760933,172.502579
20967,0,-1.491161,-0.538924,3.001018,1393.021729,-86.177101,172.489792
20968,0,-1.490704,-0.539408,3.000841,1392.845215,-85.610687,172.523590
20969,0,-1.492336,-0.538729,2.999338,1392.674683,-85.017494,172.483627
20970,0,-1.493832,-0.539962,2.999059,1392.470703,-84.457565,172.524185
20971,0,-1.495215,-0.539364,2.997935,1392.322754,-83.878418,172.507904
20972,0,-1.494482,-0.539233,2.998288,1392.185913,-83.309639,172.490631
20973,0,-1.494748,-0.540177,2.998200,1391.978760,-82.750290,172.542969
20974,0,-1.493639,-0.540401,2.998391,1391.803711,-82.149490,172.552841
20975,0,-1.493793,-0.540483,2.998072,1391.615601,-81.573776,172.563889
20976,0,-1.497281,-0.539146,2.996501,1391.460083,-80.933670,172.533203
20977,0,-1.496437,-0.539381,2.996446,1391.286743,-80.311699,172.500275
20978,0,-1.496003,-0.538779,2.996504,1391.136230,-79.743324,172.444214
20979,0,-1.497625,-0.538736,2.995457,1390.975830,-79.147995,172.379196
20980,0,-1.497666,-0.539553,2.995431,1390.797485,-78.529518,172.360474
20981,0,-1.499426,-0.539437,2.994438,1390.640991,-77.904533,172.385178
20982,0,-1.517230,-0.509766,2.974949,1391.768311,-76.044403,171.566864
20983,0,-1.497911,-0.539245,2.995637,1390.269043,-76.692108,172.342606
20984,0,-1.494947,-0.538994,2.998128,1390.050781,-76.150391,172.374313
20985,0,-1.495348,-0.539185,2.997633,1389.856445,-75.515907,172.355652
20986,0,-1.495148,-0.538441,2.997608,1389.715454,-74.870110,172.339783
20987,0,-1.496299,-0.537185,2.997125,1389.589966,-74.235184,172.263092
20988,0,-1.494832,-0.537216,2.998388,1389.421753,-73.656464,172.252060
20989,0,-1.495348,-0.536744,2.998547,1389.229736,-73.071136,172.209778
20990,0,-1.495861,-0.538105,2.997913,1389.008667,-72.467339,172.228821
20991,0,-1.495270,-0.538689,2.998313,1388.828247,-71.872040,172.189301
20992,0,-1.495369,-0.539235,2.997523,1388.633057,-71.296082,172.188553
20993,0,-1.493626,-0.539465,2.998578,1388.433838,-70.760941,172.153915
20994,0,-1.492271,-0.539722,2.999106,1388.231323,-70.194359,172.138611
20995,0,-1.490304,-0.539653,3.000534,1388.018188,-69.623680,172.160706
20996,0,-1.491925,-0.538766,2.999147,1387.835327,-69.007362,172.166275
20997,0,-1.490237,-0.537423,3.000241,1387.698730,-68.431923,172.136581
20998,0,-1.490759,-0.537460,2.999590,1387.506714,-67.890274,172.073380
20999,0,-1.491730,-0.537390,2.998593,1387.332275,-67.318481,172.089417
21000,0,-1.492562,-0.537161,2.997881,1387.170532,-66.720772,172.107178
21001,0,-1.493913,-0.538324,2.997046,1386.922852,-66.147179,172.132751
21002,0,-1.493722,-0.538369,2.997154,1386.765747,-65.559570,172.108017
21003,0,-1.494305,-0.538716,2.996138,1386.575928,-64.994698,172.128326
21004,0,-1.494035,-0.538496,2.995675,1386.436279,-64.405357,172.123810
21005,0,-1.495144,-0.538250,2.995402,1386.285522,-63.796730,172.135376
21006,0,-1.496472,-0.538951,2.994156,1386.162842,-63.217358,172.181198
21007,0,-1.496504,-0.538584,2.994645,1386.001465,-62.573708,172.172852
21008,0,-1.497766,-0.538136,2.993840,1385.884033,-61.927830,172.126907
21009,0,-1.497190,-0.539048,2.994498,1385.718994,-61.359093,172.101791
21010,0,-1.497638,-0.539486,2.994134,1385.534546,-60.751907,172.138474
21011,0,-1.498005,-0.538604,2.994638,1385.349731,-60.158390,172.126663
