Objects
300
,,Global Angle Robot_1:Robot_1,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
10869,0,0.039800,0.017888,3.037944,-859.357666,-95.950394,166.216141
10870,0,0.039210,0.018345,3.037490,-859.419983,-96.565475,166.253998
10871,0,0.068020,0.017193,3.034951,-859.363953,-96.586754,165.475723
10872,0,0.038212,0.017895,3.037663,-859.574036,-97.667236,166.235535
10873,0,0.038300,0.017400,3.037550,-859.661194,-98.256111,166.229065
10874,0,0.038093,0.017360,3.037414,-859.724854,-98.804031,166.192657
10875,0,0.036203,0.016785,3.037380,-859.811157,-99.440643,166.191483
10876,0,0.034074,0.017701,3.037606,-859.869751,-100.036102,166.188141
10877,0,0.035051,0.017437,3.037685,-859.930786,-100.640068,166.195038
10878,0,0.035778,0.017555,3.037744,-859.981506,-101.235558,166.181885
10879,0,0.036877,0.017849,3.037946,-860.032104,-101.787880,166.193985
10880,0,0.037047,0.018002,3.038068,-860.100769,-102.411385,166.208099
10881,0,0.036773,0.017559,3.037843,-860.172302,-103.008255,166.193176
10882,0,0.037136,0.016824,3.038136,-860.263184,-103.648079,166.202271
10883,0,0.035788,0.016905,3.038244,-860.335815,-104.226990,166.193893
10884,0,0.035212,0.017523,3.038356,-860.407532,-104.836884,166.207321
10885,0,0.036087,0.017552,3.038721,-860.467346,-105.380829,166.210617
10886,0,0.035701,0.018141,3.038767,-860.519165,-105.985596,166.228745
10887,0,0.034812,0.017879,3.038633,-860.612610,-106.630722,166.294937
10888,0,0.035427,0.018014,3.038847,-860.667358,-107.248123,166.337448
10889,0,0.066608,0.017544,3.035807,-860.605530,-107.236115,165.554138
10890,0,0.037341,0.018305,3.038801,-860.822754,-108.376556,166.301376
10891,0,0.037518,0.018301,3.039059,-860.942871,-108.915543,166.269501
10892,0,0.038497,0.018329,3.039138,-861.073120,-109.522476,166.271317
10893,0,0.038375,0.017741,3.039318,-861.173157,-110.136208,166.276581
10894,0,0.039098,0.017994,3.039224,-861.300171,-110.751945,166.309723
10895,0,0.039417,0.017879,3.039262,-861.429077,-111.327271,166.294846
10896,0,0.039772,0.018034,3.038936,-861.543274,-111.816536,166.225784
10897,0,0.039624,0.018628,3.038878,-861.652893,-112.383705,166.215103
10898,0,0.040557,0.019203,3.038453,-861.775513,-113.043755,166.239105
10899,0,0.039033,0.019061,3.037801,-861.867310,-113.718369,166.300201
10900,0,0.038660,0.019311,3.037113,-861.960022,-114.248856,166.285675
10901,0,0.038215,0.019065,3.036672,-862.059875,-114.846771,166.315491
10902,0,0.036616,0.019282,3.036112,-862.118774,-115.450760,166.352753
10903,0,0.037146,0.019725,3.035790,-862.215454,-115.983139,166.352356
10904,0,0.036386,0.019894,3.035609,-862.306274,-116.603088,166.412521
10905,0,0.036236,0.019792,3.035864,-862.382996,-117.159653,166.405182
10906,0,0.035207,0.020028,3.035898,-862.492371,-117.675346,166.371735
10907,0,0.064792,0.019162,3.033034,-862.415710,-117.657478,165.573166
10908,0,0.035257,0.020104,3.035997,-862.608093,-118.818230,166.375839
10909,0,0.034328,0.019761,3.035909,-862.704407,-119.370651,166.342545
10910,0,0.033150,0.019483,3.036026,-862.779358,-120.005447,166.367783
10911,0,0.032540,0.019672,3.035950,-862.861755,-120.581024,166.353912
10912,0,0.031683,0.019818,3.036582,-862.937073,-121.198372,166.357193
10913,0,0.031713,0.019761,3.037210,-862.986389,-121.776024,166.312378
10914,0,0.032396,0.019874,3.037693,-863.061218,-122.370094,166.307999
10915,0,0.032789,0.019220,3.038063,-863.146912,-123.017776,166.359161
10916,0,0.034766,0.019193,3.038335,-863.232849,-123.648125,166.344818
10917,0,0.034620,0.018957,3.038384,-863.319885,-124.371628,166.400940
10918,0,0.034426,0.018644,3.038677,-863.437866,-124.966774,166.388290
10919,0,0.033726,0.018187,3.038934,-863.539185,-125.549423,166.377472
10920,0,0.033431,0.018342,3.039140,-863.640564,-126.193497,166.383850
10921,0,0.033758,0.018823,3.039615,-863.729065,-126.800537,166.359207
10922,0,0.034235,0.019195,3.039338,-863.829834,-127.460808,166.363800
10923,0,0.035529,0.018390,3.039404,-863.919617,-128.052338,166.340897
10924,0,0.034816,0.017717,3.039246,-864.016907,-128.650925,166.317688
10925,0,0.036857,0.017022,3.039253,-864.114075,-129.256729,166.245270
10926,0,0.036490,0.016713,3.039024,-864.227356,-129.871033,166.221191
10927,0,0.036020,0.017007,3.039163,-864.342651,-130.503189,166.209625
10928,0,0.035526,0.017524,3.039170,-864.457275,-131.151337,166.237305
10929,0,0.034268,0.017957,3.038889,-864.546143,-131.745239,166.176987
10930,0,0.033457,0.018224,3.038651,-864.648499,-132.376999,166.192596
10931,0,0.033458,0.018726,3.038102,-864.741882,-132.885284,166.176010
10932,0,0.033895,0.018252,3.037594,-864.865906,-133.552124,166.274338
10933,0,0.034036,0.018113,3.037546,-864.946655,-134.187027,166.300766
10934,0,0.034266,0.017937,3.037082,-865.041138,-134.785721,166.314728
10935,0,0.035141,0.017999,3.037007,-865.105530,-135.351959,166.291245
10936,0,0.034705,0.017525,3.036763,-865.186157,-135.926605,166.303772
10937,0,0.036680,0.017294,3.036118,-865.271729,-136.545593,166.341064
10938,0,0.035839,0.017479,3.036207,-865.325134,-137.161652,166.396515
10939,0,0.035458,0.017688,3.036171,-865.400208,-137.710312,166.366333
10940,0,0.035914,0.018846,3.036252,-865.477600,-138.316711,166.419144
10941,0,0.035334,0.019122,3.036813,-865.555725,-138.849548,166.369171
10942,0,0.035465,0.018639,3.036867,-865.622742,-139.328598,166.297363
10943,0,0.034619,0.019034,3.036938,-865.696655,-140.007263,166.348190
10944,0,0.033832,0.018366,3.036916,-865.773499,-140.639084,166.331833
10945,0,0.034516,0.018115,3.037197,-865.872314,-141.172150,166.279022
10946,0,0.034253,0.018160,3.037341,-865.940735,-141.796722,166.292130
10947,0,0.034368,0.018518,3.037956,-866.012512,-142.402359,166.314270
10948,0,0.035255,0.019177,3.037891,-866.115723,-142.969574,166.265594
10949,0,0.035251,0.019725,3.038149,-866.185730,-143.577072,166.279251
10950,0,0.035299,0.018880,3.038144,-866.307617,-144.278015,166.309753
10951,0,0.035554,0.018704,3.038040,-866.423401,-144.942093,166.331741
10952,0,0.035607,0.018121,3.037987,-866.517944,-145.560867,166.326279
10953,0,0.035445,0.018264,3.037982,-866.631226,-146.172287,166.311661
10954,0,0.035206,0.018137,3.037832,-866.768555,-146.769714,166.282059
10955,0,0.035509,0.018384,3.037681,-866.889038,-147.433945,166.295868
10956,0,0.034501,0.018840,3.037822,-867.021179,-148.047501,166.235382
10957,0,0.035462,0.018822,3.037785,-867.122131,-148.607101,166.171951
10958,0,0.033874,0.018773,3.037390,-867.182617,-149.288452,166.182983
10959,0,0.033319,0.018094,3.036762,-867.252136,-149.867096,166.090179
10960,0,0.033299,0.016942,3.036673,-867.297729,-150.529205,166.062164
10961,0,0.031188,0.016580,3.036096,-867.345276,-151.220810,166.086578
10962,0,0.029910,0.016444,3.035916,-867.424316,-151.845444,166.109589
10963,0,0.029541,0.015830,3.035855,-867.516235,-152.422073,166.092377
10964,0,0.030058,0.015745,3.036467,-867.582336,-153.073380,166.136276
10965,0,0.029313,0.016225,3.036502,-867.670837,-153.684998,166.153290
10966,0,0.030088,0.015232,3.036523,-867.755859,-154.338806,166.152115
10967,0,0.030612,0.014920,3.036744,-867.862305,-155.008804,166.170593
10968,0,0.029475,0.009458,3.036443,-867.987793,-156.167923,166.189606
10969,0,0.034246,0.015034,3.036905,-868.025635,-156.272522,166.129089
10970,0,0.035574,0.014693,3.037009,-868.097229,-156.911530,166.138260
10971,0,0.036269,0.014761,3.036723,-868.169006,-157.560684,166.188217
10972,0,0.036472,0.014398,3.036755,-868.240967,-158.163773,166.224258
10973,0,0.035832,0.014568,3.036653,-868.300476,-158.778824,166.241013
10974,0,0.034852,0.014508,3.036599,-868.359863,-159.360977,166.203262
10975,0,0.035323,0.014522,3.036532,-868.437500,-159.928513,166.138870
10976,0,0.036667,0.014488,3.036521,-868.515686,-160.549316,166.114853
10977,0,0.036793,0.014528,3.036013,-868.599548,-161.151443,166.108185
10978,0,0.038567,0.014340,3.035712,-868.661499,-161.751984,166.115768
10979,0,0.036980,0.014049,3.035974,-868.708923,-162.308640,166.104156
10980,0,0.038090,0.013954,3.036182,-868.794067,-162.866028,166.131653
10981,0,0.040375,0.014329,3.035932,-868.891113,-163.438919,166.140549
10982,0,0.041549,0.014486,3.035992,-868.986877,-164.041611,166.146957
10983,0,0.042681,0.014950,3.035874,-869.101929,-164.635635,166.095566
10984,0,0.041581,0.015755,3.035898,-869.237183,-165.286743,166.105774
10985,0,0.041509,0.015263,3.036384,-869.369751,-165.883545,166.076096
10986,0,0.043010,0.016217,3.036263,-869.484680,-166.430710,166.036209
10987,0,0.042757,0.016152,3.036482,-869.606812,-166.984146,165.940720
10988,0,0.042468,0.016066,3.036261,-869.731567,-167.613220,165.942871
10989,0,0.042700,0.015701,3.036601,-869.851440,-168.195602,165.892838
10990,0,0.040168,0.016552,3.036959,-869.940674,-168.856354,165.898926
10991,0,0.039327,0.016761,3.037200,-870.034790,-169.449081,165.889435
10992,0,0.037628,0.017368,3.037188,-870.103149,-170.009430,165.863770
10993,0,0.036226,0.016807,3.037371,-870.187622,-170.672348,165.895630
10994,0,0.034651,0.016254,3.036972,-870.268494,-171.352951,165.941772
10995,0,0.032310,0.015814,3.037012,-870.370789,-171.949371,165.945053
10996,0,0.031514,0.015412,3.037336,-870.477234,-172.505341,165.918762
10997,0,0.030072,0.015710,3.037579,-870.574036,-173.099228,165.934479
10998,0,0.029278,0.015533,3.037904,-870.665405,-173.697037,165.956940
10999,0,0.028975,0.015560,3.037930,-870.757263,-174.309891,165.984756
11000,0,0.027429,0.015149,3.037567,-870.860962,-174.983475,166.029144
11001,0,0.023981,0.008909,3.037226,-870.970093,-176.092422,166.043289
11002,0,0.026783,0.015014,3.037740,-871.012817,-176.160461,166.027679
11003,0,0.027830,0.014619,3.037917,-871.094849,-176.794434,166.043030
11004,0,0.029521,0.014688,3.037780,-871.163208,-177.363785,166.044037
11005,0,0.029876,0.015093,3.037469,-871.239197,-178.018173,166.102295
11006,0,0.029339,0.015192,3.037591,-871.297363,-178.585327,166.102524
11007,0,0.029716,0.015179,3.037695,-871.367554,-179.185593,166.107376
11008,0,0.030062,0.014934,3.037665,-871.452942,-179.738037,166.068298
11009,0,0.030743,0.015428,3.037554,-871.528503,-180.294983,166.031433
11010,0,0.030743,0.015400,3.037684,-871.627686,-180.856140,166.023102
11011,0,0.032003,0.015498,3.037532,-871.730286,-181.479950,166.040100
11012,0,0.032627,0.015034,3.037759,-871.815918,-182.083893,166.066422
11013,0,0.033028,0.015041,3.037705,-871.903320,-182.662064,166.076782
11014,0,0.034489,0.015039,3.037285,-872.007629,-183.266296,166.078827
11015,0,0.035836,0.015101,3.037398,-872.113892,-183.785172,166.039032
11016,0,0.036259,0.015389,3.037266,-872.229065,-184.377853,166.013458
11017,0,0.036196,0.015711,3.036989,-872.320496,-185.083145,166.073639
11018,0,0.035950,0.015976,3.036799,-872.393860,-185.669708,165.982895
11019,0,0.036989,0.016943,3.036412,-872.482605,-186.307312,165.980057
11020,0,0.036868,0.016930,3.036070,-872.537964,-186.904556,165.971344
11021,0,0.034730,0.017300,3.035757,-872.630249,-187.516953,165.952988
11022,0,0.034585,0.017608,3.035389,-872.686401,-188.106674,165.953018
11023,0,0.034079,0.017025,3.035226,-872.719604,-188.662292,165.950775
11024,0,0.033819,0.016910,3.035129,-872.775940,-189.279327,166.005203
11025,0,0.034030,0.016531,3.035419,-872.828003,-189.790466,166.000214
11026,0,0.034843,0.016590,3.035599,-872.896118,-190.366653,166.017303
11027,0,0.036089,0.017062,3.035835,-872.947327,-190.977295,166.041214
11028,0,0.036936,0.016454,3.036067,-873.009094,-191.543564,165.987488
11029,0,0.036188,0.015620,3.036004,-873.101257,-192.165298,166.002731
11030,0,0.035362,0.015471,3.036264,-873.189026,-192.755005,166.019226
11031,0,0.035497,0.015495,3.036442,-873.249268,-193.309891,166.002075
11032,0,0.035959,0.015733,3.036779,-873.320313,-193.912567,165.999069
11033,0,0.036007,0.015921,3.037136,-873.407349,-194.515060,166.041199
11034,0,0.035778,0.016633,3.037065,-873.501221,-195.113297,166.010376
11035,0,0.035878,0.016751,3.036999,-873.603760,-195.764420,166.015244
11036,0,0.035582,0.016524,3.036987,-873.679321,-196.407501,166.030151
11037,0,0.036273,0.016433,3.036725,-873.764282,-197.036819,166.026123
11038,0,0.038320,0.016382,3.036560,-873.872559,-197.684708,166.068619
11039,0,0.037944,0.016930,3.036559,-873.971069,-198.296478,166.054077
11040,0,0.036784,0.017209,3.036443,-874.083252,-198.880005,166.064133
11041,0,0.035497,0.017296,3.036596,-874.161499,-199.451675,166.053635
11042,0,0.035770,0.016657,3.036571,-874.244873,-199.995132,166.059174
11043,0,0.035796,0.016126,3.036092,-874.330933,-200.548798,166.048889
11044,0,0.036296,0.015587,3.035953,-874.412964,-201.128998,166.042999
11045,0,0.036573,0.015721,3.035612,-874.500061,-201.738800,166.048523
11046,0,0.036221,0.015686,3.035786,-874.590454,-202.350433,166.046951
11047,0,0.036843,0.015895,3.035831,-874.677673,-202.918671,166.032074
11048,0,0.036797,0.015799,3.035941,-874.768433,-203.465103,165.990005
11049,0,0.036635,0.016182,3.035967,-874.851624,-204.005463,165.953262
11050,0,0.036442,0.017143,3.035795,-874.947876,-204.660645,166.028122
11051,0,0.037237,0.017084,3.035909,-875.024170,-205.215042,165.999908
11052,0,0.035407,0.017292,3.035832,-875.106018,-205.856720,166.055481
11053,0,0.034153,0.017687,3.035904,-875.151855,-206.466187,166.062698
11054,0,0.034699,0.017895,3.035954,-875.224670,-207.011551,166.027939
11055,0,0.034279,0.018078,3.035860,-875.304626,-207.609192,166.046631
11056,0,0.034610,0.017695,3.035713,-875.379211,-208.204056,166.074829
11057,0,0.034016,0.017507,3.035915,-875.458130,-208.770218,166.042526
11058,0,0.034369,0.017100,3.036397,-875.531189,-209.352798,166.081116
11059,0,0.034170,0.017047,3.036366,-875.586304,-209.935440,166.112534
11060,0,0.034444,0.016508,3.036796,-875.654053,-210.505203,166.125443
11061,0,0.034671,0.016687,3.036872,-875.719971,-211.082779,166.123566
11062,0,0.037092,0.016951,3.037030,-875.817322,-211.646957,166.107468
11063,0,0.036807,0.016511,3.037314,-875.894897,-212.294006,166.084854
11064,0,0.035628,0.015557,3.037585,-875.982544,-212.879700,166.058197
11065,0,0.034937,0.015331,3.037704,-876.073547,-213.527145,166.078354
11066,0,0.035016,0.015441,3.037920,-876.154846,-214.107483,166.069000
11067,0,0.034955,0.015819,3.037846,-876.248657,-214.707092,166.078369
11068,0,0.035153,0.016347,3.038185,-876.357178,-215.341797,166.099960
11069,0,0.035789,0.016634,3.038087,-876.488647,-216.009674,166.124832
11070,0,0.035382,0.016211,3.038237,-876.594360,-216.678619,166.184418
11071,0,0.036555,0.015934,3.038031,-876.695251,-217.224915,166.154160
11072,0,0.038490,0.015630,3.037801,-876.805359,-217.868439,166.216110
11073,0,0.039237,0.015683,3.037465,-876.914246,-218.469940,166.229355
11074,0,0.039124,0.015318,3.037460,-877.036316,-219.062241,166.254868
11075,0,0.038589,0.015643,3.037229,-877.150391,-219.589264,166.205276
11076,0,0.037422,0.015757,3.036920,-877.257446,-220.149490,166.193390
11077,0,0.037976,0.016389,3.036880,-877.361816,-220.664291,166.183533
11078,0,0.036928,0.016297,3.036479,-877.455566,-221.214096,166.135315
11079,0,0.035710,0.016209,3.036366,-877.558105,-221.820145,166.151627
11080,0,0.036193,0.016809,3.035976,-877.643799,-222.473724,166.192337
11081,0,0.036225,0.016989,3.035820,-877.730042,-223.010590,166.138641
11082,0,0.035470,0.017321,3.035848,-877.823059,-223.595230,166.172623
11083,0,0.035599,0.017367,3.035643,-877.906189,-224.129654,166.157455
11084,0,0.035641,0.017912,3.035242,-877.968140,-224.659836,166.141602
11085,0,0.034987,0.018124,3.034946,-878.025024,-225.193466,166.155792
11086,0,0.034973,0.017934,3.034898,-878.089600,-225.760635,166.211563
11087,0,0.033639,0.017513,3.034917,-878.140747,-226.336594,166.268753
11088,0,0.032890,0.017511,3.034891,-878.195557,-226.866623,166.286041
11089,0,0.058740,0.016163,3.032702,-878.138550,-227.031036,165.608597
11090,0,0.032013,0.017796,3.035192,-878.302307,-228.031387,166.303406
11091,0,0.032648,0.018370,3.035521,-878.368958,-228.623154,166.283722
11092,0,0.033814,0.018637,3.035634,-878.452881,-229.213120,166.293030
11093,0,0.032396,0.018839,3.036438,-878.512756,-229.805237,166.282379
11094,0,0.032962,0.018629,3.036569,-878.588074,-230.371231,166.252457
11095,0,0.033337,0.018389,3.036916,-878.648010,-230.968369,166.252441
11096,0,0.033815,0.018199,3.037329,-878.723816,-231.554443,166.230667
11097,0,0.036313,0.018140,3.037513,-878.821289,-232.149780,166.189056
11098,0,0.036107,0.017866,3.037881,-878.908813,-232.822952,166.169754
11099,0,0.034982,0.017886,3.038209,-878.990784,-233.471283,166.138443
11100,0,0.033601,0.017721,3.038456,-879.074707,-234.080551,166.146408
11101,0,0.034069,0.018179,3.038187,-879.144409,-234.698257,166.177490
11102,0,0.034450,0.017943,3.038103,-879.245178,-235.256470,166.169968
11103,0,0.033326,0.017751,3.038026,-879.314880,-235.969345,166.239243
11104,0,0.033457,0.016803,3.038121,-879.409241,-236.610229,166.270050
11105,0,0.065739,0.016156,3.035369,-879.337891,-236.551651,165.399948
11106,0,0.035593,0.016557,3.037796,-879.588501,-237.816071,166.264069
11107,0,0.035914,0.016610,3.037482,-879.677917,-238.480423,166.296173
11108,0,0.037327,0.016368,3.037300,-879.776611,-239.082016,166.325775
11109,0,0.037195,0.015931,3.037458,-879.857056,-239.664825,166.319229
11110,0,0.038005,0.016013,3.037502,-879.977417,-240.190781,166.305069
11111,0,0.037305,0.016621,3.037738,-880.075684,-240.764709,166.305130
11112,0,0.037809,0.017211,3.037684,-880.182007,-241.340591,166.269165
11113,0,0.039012,0.017124,3.037309,-880.291443,-241.921021,166.228485
11114,0,0.038196,0.016641,3.037213,-880.376343,-242.538025,166.228577
11115,0,0.038014,0.016708,3.037026,-880.459656,-243.202728,166.272156
11116,0,0.038340,0.016640,3.037085,-880.537659,-243.783600,166.205643
11117,0,0.036958,0.016875,3.037337,-880.631470,-244.395966,166.214478
11118,0,0.037589,0.017161,3.037301,-880.718628,-244.993835,166.262253
11119,0,0.037223,0.017591,3.037280,-880.795593,-245.565155,166.270355
11120,0,0.035925,0.017269,3.037421,-880.883423,-246.160812,166.301041
11121,0,0.035369,0.016901,3.037432,-880.952576,-246.750931,166.323120
11122,0,0.034307,0.016086,3.037643,-881.025024,-247.335114,166.335526
11123,0,0.033601,0.016109,3.037803,-881.089966,-247.922867,166.346237
11124,0,0.033761,0.015632,3.037667,-881.143677,-248.573288,166.382156
11125,0,0.033919,0.016786,3.037604,-881.217285,-249.169662,166.362976
11126,0,0.032570,0.016945,3.038123,-881.295593,-249.775421,166.324890
11127,0,0.033661,0.017213,3.038170,-881.367981,-250.288574,166.297058
11128,0,0.032396,0.017037,3.038406,-881.436218,-250.911407,166.320618
11129,0,0.033095,0.017020,3.038474,-881.497070,-251.476471,166.292191
11130,0,0.035156,0.016777,3.038132,-881.574341,-252.085892,166.326843
11131,0,0.035658,0.016322,3.038345,-881.659180,-252.665848,166.326736
11132,0,0.035491,0.016663,3.038611,-881.773804,-253.195282,166.310608
11133,0,0.034818,0.017148,3.038848,-881.882690,-253.828171,166.334885
11134,0,0.035192,0.017652,3.039217,-881.968262,-254.385529,166.328262
11135,0,0.035161,0.017662,3.038916,-882.071899,-254.933533,166.355301
11136,0,0.036014,0.017988,3.039122,-882.154480,-255.496292,166.408905
11137,0,0.038309,0.017611,3.038878,-882.273621,-256.129761,166.511627
11138,0,0.039213,0.017652,3.038886,-882.387268,-256.698944,166.522797
11139,0,0.040143,0.017686,3.038979,-882.508850,-257.260803,166.507950
11140,0,0.073242,0.017403,3.036130,-882.474854,-257.125549,165.553726
11141,0,0.040308,0.017905,3.038601,-882.774475,-258.455353,166.494186
11142,0,0.040449,0.018028,3.038099,-882.894348,-259.036743,166.494461
11143,0,0.039210,0.018716,3.037877,-883.015625,-259.610107,166.504227
11144,0,0.039750,0.019201,3.037615,-883.147644,-260.156464,166.495544
11145,0,0.039234,0.019856,3.036957,-883.283569,-260.702911,166.520844
11146,0,0.037732,0.020712,3.036886,-883.401123,-261.151001,166.478760
11147,0,0.036499,0.021020,3.036366,-883.505493,-261.726654,166.492554
11148,0,0.037099,0.021154,3.035928,-883.594543,-262.265625,166.493561
11149,0,0.031343,0.014762,3.035203,-883.734741,-263.389221,166.554825
11150,0,0.032061,0.020098,3.035229,-883.814453,-263.455078,166.545242
11151,0,0.030245,0.020377,3.035313,-883.892090,-264.024231,166.554611
11152,0,0.030217,0.020613,3.034971,-883.988647,-264.626282,166.586533
11153,0,0.030385,0.020932,3.034964,-884.081177,-265.233246,166.620422
11154,0,0.030024,0.021199,3.035291,-884.165039,-265.718994,166.567902
11155,0,0.030176,0.020997,3.035572,-884.264648,-266.319580,166.629395
11156,0,0.029135,0.020536,3.036009,-884.358643,-266.904510,166.665787
11157,0,0.027343,0.019763,3.036470,-884.451050,-267.514435,166.667999
11158,0,0.029180,0.019134,3.036430,-884.540100,-268.093750,166.685028
11159,0,0.028259,0.019174,3.036878,-884.621887,-268.687408,166.672958
11160,0,0.028064,0.018739,3.037311,-884.702209,-269.245117,166.617691
11161,0,0.028410,0.019319,3.037469,-884.801086,-269.886719,166.629471
11162,0,0.027332,0.020016,3.038077,-884.891541,-270.460236,166.624771
11163,0,0.027976,0.020044,3.038025,-884.970337,-270.997284,166.586487
11164,0,0.027455,0.019828,3.037781,-885.046875,-271.629700,166.651779
11165,0,0.028119,0.019822,3.038096,-885.115112,-272.266357,166.664764
11166,0,0.028343,0.019423,3.038112,-885.204773,-272.896698,166.690323
11167,0,0.027544,0.019145,3.038586,-885.299683,-273.526642,166.703201
11168,0,0.028653,0.019295,3.038387,-885.411621,-274.125336,166.671555
11169,0,0.028006,0.019165,3.038803,-885.526794,-274.707825,166.648529
11170,0,0.029535,0.018862,3.038483,-885.620605,-275.285400,166.643311
11171,0,0.029813,0.019167,3.038709,-885.728638,-275.895935,166.655975
11172,0,0.030024,0.019196,3.038891,-885.842651,-276.491699,166.631165
11173,0,0.030573,0.019295,3.038960,-885.960571,-277.089905,166.610397
11174,0,0.031508,0.019138,3.039098,-886.082825,-277.656158,166.544342
11175,0,0.032898,0.018438,3.038727,-886.221802,-278.289978,166.570953
11176,0,0.033100,0.018156,3.038403,-886.336121,-278.915405,166.609543
11177,0,0.033012,0.017821,3.038038,-886.440186,-279.519379,166.640915
11178,0,0.032821,0.018479,3.037450,-886.536621,-280.151276,166.686218
11179,0,0.032125,0.019079,3.037188,-886.639038,-280.695801,166.673996
11180,0,0.031743,0.019872,3.036696,-886.731750,-281.274200,166.681808
11181,0,0.031034,0.020083,3.036378,-886.826843,-281.843018,166.673798
11182,0,0.030111,0.020038,3.036148,-886.923035,-282.433350,166.643524
11183,0,0.028071,0.019990,3.035856,-887.028625,-283.032990,166.673569
11184,0,0.027831,0.019643,3.035504,-887.090332,-283.555573,166.642181
11185,0,0.028484,0.019888,3.035058,-887.171326,-284.177856,166.706360
11186,0,0.028693,0.020354,3.035067,-887.243469,-284.767334,166.702591
11187,0,0.028977,0.021151,3.035007,-887.307068,-285.355865,166.754349
11188,0,0.028660,0.021371,3.035320,-887.392883,-285.893127,166.756149
11189,0,0.028868,0.021218,3.035644,-887.480774,-286.424713,166.711914
11190,0,0.030058,0.020534,3.035804,-887.577881,-287.017059,166.693024
11191,0,0.029881,0.020008,3.035918,-887.641357,-287.612183,166.706055
11192,0,0.029985,0.019781,3.036211,-887.702271,-288.204041,166.720779
11193,0,0.030229,0.019973,3.036642,-887.782104,-288.747528,166.678070
11194,0,0.030834,0.019956,3.036864,-887.871521,-289.364380,166.696640
11195,0,0.030061,0.020010,3.037306,-887.979553,-289.964020,166.667435
11196,0,0.029509,0.020694,3.037608,-888.070557,-290.516724,166.659836
11197,0,0.030393,0.021203,3.037560,-888.165222,-291.108276,166.646973
11198,0,0.031062,0.021413,3.037504,-888.249023,-291.660431,166.659988
11199,0,0.031630,0.021361,3.037245,-888.323608,-292.295349,166.679733
11200,0,0.028647,0.016137,3.035778,-888.481140,-293.567291,166.806854
11201,0,0.030779,0.021407,3.036862,-888.551392,-293.513733,166.655182
11202,0,0.030308,0.021362,3.036800,-888.665527,-294.131470,166.623749
11203,0,0.031275,0.021355,3.036499,-888.778625,-294.716644,166.608963
11204,0,0.031025,0.021591,3.036386,-888.896973,-295.371460,166.620361
11205,0,0.030504,0.021603,3.036155,-888.989502,-295.910522,166.568512
11206,0,0.029052,0.021275,3.036303,-889.088684,-296.507355,166.547211
11207,0,0.028278,0.021176,3.036122,-889.179077,-297.128693,166.555862
11208,0,0.028182,0.020881,3.036071,-889.267334,-297.815277,166.572372
11209,0,0.028672,0.020371,3.035958,-889.346191,-298.382782,166.530731
11210,0,0.028725,0.019718,3.035573,-889.425720,-299.090942,166.595520
11211,0,0.027804,0.019288,3.035341,-889.513733,-299.742767,166.620331
11212,0,0.028404,0.019084,3.035340,-889.585022,-300.357086,166.645447
11213,0,0.029062,0.019115,3.035467,-889.690796,-300.991699,166.666885
11214,0,0.028280,0.019524,3.035719,-889.779785,-301.575104,166.636581
11215,0,0.027241,0.019424,3.035777,-889.900574,-302.184570,166.639740
11216,0,0.027358,0.019460,3.035874,-890.017395,-302.823059,166.657959
11217,0,0.027891,0.018649,3.036058,-890.079102,-303.394531,166.606323
11218,0,0.027707,0.018527,3.035529,-890.141846,-304.046570,166.662079
11219,0,0.028122,0.018579,3.035692,-890.195740,-304.633362,166.657806
11220,0,0.029558,0.018640,3.035305,-890.260498,-305.234009,166.632156
11221,0,0.030508,0.018538,3.035054,-890.333008,-305.791565,166.585861
11222,0,0.028892,0.018924,3.035310,-890.404968,-306.379364,166.588791
11223,0,0.030073,0.019187,3.035396,-890.491150,-306.984131,166.585815
11224,0,0.029652,0.019469,3.035402,-890.573242,-307.610626,166.621063
11225,0,0.030654,0.019262,3.035236,-890.642456,-308.156342,166.589020
11226,0,0.032401,0.019134,3.035333,-890.735107,-308.785217,166.640686
11227,0,0.033606,0.018285,3.035282,-890.820496,-309.333191,166.607239
11228,0,0.034507,0.018499,3.035385,-890.932007,-309.928558,166.599991
11229,0,0.034598,0.019104,3.035433,-891.042969,-310.506805,166.629272
11230,0,0.035311,0.019463,3.035333,-891.128479,-311.100128,166.608109
11231,0,0.035495,0.019993,3.035031,-891.235413,-311.722443,166.631012
11232,0,0.033468,0.015260,3.034067,-891.347351,-312.833862,166.682068
11233,0,0.034736,0.020213,3.034833,-891.411194,-312.911255,166.620010
11234,0,0.034806,0.020612,3.034636,-891.523010,-313.493347,166.546036
11235,0,0.034622,0.020860,3.034446,-891.647400,-314.054077,166.470444
11236,0,0.034066,0.021168,3.034263,-891.766785,-314.607300,166.416656
11237,0,0.034746,0.021521,3.034390,-891.861206,-315.180695,166.354950
11238,0,0.033366,0.022520,3.034829,-891.958801,-315.741119,166.307999
11239,0,0.032121,0.022705,3.034930,-892.061035,-316.316437,166.313004
11240,0,0.031278,0.022594,3.035566,-892.176208,-316.960815,166.324921
11241,0,0.031800,0.022443,3.035647,-892.271423,-317.598175,166.367111
11242,0,0.032891,0.022194,3.035616,-892.393860,-318.207428,166.411987
11243,0,0.032572,0.021687,3.035736,-892.493347,-318.804993,166.404892
11244,0,0.030841,0.021663,3.036205,-892.573730,-319.414673,166.460846
